x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5885623097419739,0.4380302131175995,4.3709414399017987e-07,0.6384080648422241,0.3428727388381958,-0.040560074150562286,0.7033087015151978,0.27761155366897583,-0.08732937276363373,0.76274573802948,0.276079922914505,-0.1278357058763504,0.7744939923286438,0.3177357614040375,-0.1645718812942505,0.603191077709198,0.2559972405433655,-0.12093598395586014,0.7280980944633484,0.27832406759262085,-0.15962019562721252,0.7337132096290588,0.31351909041404724,-0.16803078353405,0.7028252482414246,0.32692158222198486,-0.17344766855239868,0.5887225866317749,0.34973669052124023,-0.12704533338546753,0.7395464181900024,0.3690280020236969,-0.16464118659496307,0.729939341545105,0.3827268183231354,-0.15393459796905518,0.6949187517166138,0.37178149819374084,-0.15008272230625153,0.5924124717712402,0.4355264902114868,-0.1334129124879837,0.7305821180343628,0.44527876377105713,-0.15701067447662354,0.7155714631080627,0.4395897686481476,-0.12890839576721191,0.6830424070358276,0.4236701428890228,-0.11399573087692261,0.6053143739700317,0.505220353603363,-0.14482760429382324,0.7096603512763977,0.4994087219238281,-0.16048160195350647,0.7005211114883423,0.4814949035644531,-0.14669057726860046,0.6718671321868896,0.46614083647727966,-0.13964958488941193,rock
0.6424750089645386,0.4667623043060303,2.3556421524517646e-07,0.6871736645698547,0.35418692231178284,-0.030615638941526413,0.7561417818069458,0.27260151505470276,-0.07035666704177856,0.8258537650108337,0.26858121156692505,-0.10526033490896225,0.8580893874168396,0.30848973989486694,-0.1366608738899231,0.6706299185752869,0.2567301094532013,-0.10965113341808319,0.7988990545272827,0.2652432918548584,-0.14598694443702698,0.7963123917579651,0.30429425835609436,-0.15420877933502197,0.7631198167800903,0.31572139263153076,-0.15973226726055145,0.6613754034042358,0.34623807668685913,-0.11809699982404709,0.8113325834274292,0.3524816632270813,-0.15201033651828766,0.7933815121650696,0.3767121136188507,-0.1424112319946289,0.7562891244888306,0.3746737837791443,-0.13993556797504425,0.6676126718521118,0.4308144450187683,-0.12587368488311768,0.8096258044242859,0.42703503370285034,-0.14634378254413605,0.7861266732215881,0.43422818183898926,-0.12167629599571228,0.7496738433837891,0.4288606643676758,-0.10964618623256683,0.6840481758117676,0.5046696066856384,-0.13738086819648743,0.7960705161094666,0.48604631423950195,-0.14677377045154572,0.7818889617919922,0.47833913564682007,-0.13148324191570282,0.7500454783439636,0.4711570739746094,-0.12475533038377762,rock
0.6543415784835815,0.4653815031051636,2.792775148918736e-07,0.6974735856056213,0.3489135503768921,-0.03161758556962013,0.7713279128074646,0.2675694227218628,-0.07517895102500916,0.8480897545814514,0.26996374130249023,-0.11380190402269363,0.8835299015045166,0.31527215242385864,-0.1493198275566101,0.6908543705940247,0.2567024230957031,-0.11563218384981155,0.8204072117805481,0.2735825777053833,-0.15578393638134003,0.8144783973693848,0.30370521545410156,-0.16631193459033966,0.7809604406356812,0.31063374876976013,-0.17238165438175201,0.6816552877426147,0.3500533998012543,-0.12410929799079895,0.8302077054977417,0.3587094843387604,-0.15944580733776093,0.8111500144004822,0.377619206905365,-0.14820988476276398,0.7767247557640076,0.371859610080719,-0.14398561418056488,0.6871138215065002,0.4346850514411926,-0.13200601935386658,0.8301408290863037,0.43199676275253296,-0.15238231420516968,0.807033896446228,0.437639445066452,-0.12379135936498642,0.7724955081939697,0.43236973881721497,-0.10834740847349167,0.7026111483573914,0.5079765319824219,-0.14404502511024475,0.8178694844245911,0.4898759424686432,-0.15158729255199432,0.8062067627906799,0.47981780767440796,-0.1330827921628952,0.7770902514457703,0.47155678272247314,-0.12369851022958755,rock
0.6644319295883179,0.47389400005340576,4.594288043335837e-07,0.7072591781616211,0.3521865904331207,-0.023009546101093292,0.7857067584991455,0.2747340798377991,-0.06411629915237427,0.868307888507843,0.28545141220092773,-0.10181857645511627,0.905057966709137,0.33856794238090515,-0.13721200823783875,0.7107927203178406,0.2630792260169983,-0.1123044490814209,0.8379034399986267,0.2746843993663788,-0.14989112317562103,0.8597617745399475,0.3044034540653229,-0.15886853635311127,0.8531694412231445,0.3246084451675415,-0.1625337451696396,0.702634334564209,0.3560999631881714,-0.12360979616641998,0.8531821370124817,0.36236831545829773,-0.15758976340293884,0.8454853296279907,0.38094088435173035,-0.14411823451519012,0.8143067359924316,0.37896209955215454,-0.13654710352420807,0.709373950958252,0.440032422542572,-0.13279606401920319,0.8549383878707886,0.43601253628730774,-0.14975348114967346,0.8355880975723267,0.44262754917144775,-0.1183202937245369,0.7998026609420776,0.4385070204734802,-0.0997479036450386,0.7254868149757385,0.5142409205436707,-0.14538732171058655,0.8434501886367798,0.49611058831214905,-0.14471442997455597,0.8320673108100891,0.4898522198200226,-0.11907254904508591,0.8016566038131714,0.4864194989204407,-0.10434779524803162,rock
0.6656333804130554,0.4671971797943115,5.214020006860665e-07,0.7081133723258972,0.35020455718040466,-0.0249613206833601,0.7886030077934265,0.2764832377433777,-0.06517542898654938,0.8714206218719482,0.28741979598999023,-0.10114284604787827,0.9100282192230225,0.33797988295555115,-0.13390393555164337,0.7103237509727478,0.2610570192337036,-0.11355949193239212,0.8449069857597351,0.27390944957733154,-0.15180058777332306,0.8752269744873047,0.30731093883514404,-0.16017211973667145,0.8747791647911072,0.3307463228702545,-0.16255751252174377,0.7019239664077759,0.3515060245990753,-0.12292245775461197,0.8592158555984497,0.3654438257217407,-0.15699243545532227,0.8466203212738037,0.3812279999256134,-0.1406421959400177,0.8102269172668457,0.37531960010528564,-0.13032731413841248,0.7081195116043091,0.43538710474967957,-0.1306939274072647,0.8562853932380676,0.43594124913215637,-0.1466740369796753,0.8316435813903809,0.43664389848709106,-0.11347893625497818,0.7916346788406372,0.42647314071655273,-0.09375352412462234,0.7242289185523987,0.5111589431762695,-0.14212168753147125,0.8431305885314941,0.49519121646881104,-0.1415025293827057,0.8258827328681946,0.4867214858531952,-0.11608374863862991,0.7896580696105957,0.4811819791793823,-0.10116859525442123,rock
0.6853551864624023,0.4673093855381012,6.124860760792217e-07,0.728736937046051,0.3528691828250885,-0.022881019860506058,0.8084157109260559,0.28156477212905884,-0.06167221814393997,0.8851269483566284,0.2909793257713318,-0.09705771505832672,0.9190682172775269,0.33529940247535706,-0.13060492277145386,0.7356581687927246,0.2686411738395691,-0.10599019378423691,0.8664769530296326,0.2869815230369568,-0.14495761692523956,0.9036868810653687,0.3133530914783478,-0.15895138680934906,0.9146862030029297,0.33037784695625305,-0.16635459661483765,0.7247872948646545,0.3633294999599457,-0.11645223945379257,0.879493236541748,0.37915730476379395,-0.15231190621852875,0.872955858707428,0.38595646619796753,-0.1426606923341751,0.8435084819793701,0.3774355947971344,-0.13753649592399597,0.7296546101570129,0.4491250216960907,-0.12510590255260468,0.8773159980773926,0.44816330075263977,-0.14173658192157745,0.8609890937805176,0.4357430338859558,-0.10991986840963364,0.828670859336853,0.4183916449546814,-0.09107585996389389,0.7445802092552185,0.523942232131958,-0.13747237622737885,0.8654683828353882,0.5079064965248108,-0.1375764012336731,0.8658486008644104,0.48658323287963867,-0.11223511397838593,0.846664547920227,0.46842074394226074,-0.09713868051767349,rock
0.6823101043701172,0.4671245813369751,7.167996614043659e-07,0.7242060899734497,0.3562461733818054,-0.02277945540845394,0.8045470118522644,0.28239113092422485,-0.06110108643770218,0.8846316933631897,0.2916169762611389,-0.09579279273748398,0.92213374376297,0.3364579379558563,-0.12812136113643646,0.7340227961540222,0.26571518182754517,-0.1080319806933403,0.865190863609314,0.27907299995422363,-0.14649420976638794,0.9158056974411011,0.3136672377586365,-0.15840470790863037,0.9397227764129639,0.34702953696250916,-0.16326288878917694,0.7230034470558167,0.3571597933769226,-0.11762646585702896,0.8820400238037109,0.3767848312854767,-0.1524258702993393,0.8807092308998108,0.38593408465385437,-0.13896404206752777,0.8554884791374207,0.37748363614082336,-0.1302628368139267,0.7280505895614624,0.443351686000824,-0.12548822164535522,0.8833932280540466,0.44687986373901367,-0.14200079441070557,0.8721029162406921,0.4363779127597809,-0.10914845764636993,0.841418445110321,0.4182018041610718,-0.08904631435871124,0.7440059185028076,0.5206106901168823,-0.13684913516044617,0.8740001916885376,0.5066640973091125,-0.1373414695262909,0.8767422437667847,0.48730558156967163,-0.11208702623844147,0.8574135303497314,0.4691949784755707,-0.09655135124921799,rock
0.7005487084388733,0.47446581721305847,7.25345842056413e-07,0.7437184453010559,0.360543817281723,-0.021453246474266052,0.8265464901924133,0.28774333000183105,-0.0586610808968544,0.9057016372680664,0.29736804962158203,-0.09208433330059052,0.9398910999298096,0.3432449698448181,-0.12349905073642731,0.7606265544891357,0.27689826488494873,-0.10904998332262039,0.8908897042274475,0.2956204414367676,-0.14525099098682404,0.9322040677070618,0.31989631056785583,-0.1542321741580963,0.9471447467803955,0.3431342542171478,-0.1570480316877365,0.7472367286682129,0.3708619773387909,-0.11876863241195679,0.9061674475669861,0.39063048362731934,-0.15340633690357208,0.9128884077072144,0.391999751329422,-0.1396985799074173,0.8964546918869019,0.3829311728477478,-0.12988510727882385,0.7497390508651733,0.4568941295146942,-0.12598668038845062,0.9030311703681946,0.4594799280166626,-0.14131377637386322,0.8939661383628845,0.44246071577072144,-0.10722869634628296,0.8664169907569885,0.42477768659591675,-0.08514834195375443,0.7629298567771912,0.53394615650177,-0.1366703361272812,0.8897575736045837,0.5176074504852295,-0.1354013979434967,0.8960344195365906,0.49237048625946045,-0.10887187719345093,0.8811707496643066,0.4737444519996643,-0.0917067751288414,rock
0.7089765667915344,0.4723709225654602,5.757988787991053e-07,0.7541531920433044,0.3545314073562622,-0.02391635626554489,0.8461485505104065,0.2816008925437927,-0.06179313734173775,0.9289565682411194,0.29957979917526245,-0.09443873167037964,0.9624236822128296,0.3580741882324219,-0.1246289312839508,0.7768710255622864,0.2802400588989258,-0.11779756098985672,0.9058117270469666,0.3051168918609619,-0.15822842717170715,0.9434464573860168,0.33406275510787964,-0.17001916468143463,0.9572603702545166,0.35831668972969055,-0.17477577924728394,0.7624127268791199,0.37352415919303894,-0.12756623327732086,0.9201518893241882,0.3989301025867462,-0.1674388200044632,0.9040659666061401,0.4046134054660797,-0.15335522592067719,0.8672578930854797,0.3974425196647644,-0.1425551325082779,0.7627516984939575,0.46023029088974,-0.13488329946994781,0.9141331315040588,0.4649801254272461,-0.15321952104568481,0.8919904232025146,0.4511079788208008,-0.11906193941831589,0.8538879752159119,0.4338429868221283,-0.09691203385591507,0.7733520865440369,0.5399073362350464,-0.14576870203018188,0.8999981880187988,0.5258827209472656,-0.1448875218629837,0.8904125094413757,0.5039807558059692,-0.11770879477262497,0.8591815829277039,0.48838770389556885,-0.10083189606666565,rock
0.7093163728713989,0.4744429588317871,4.823405674869718e-07,0.7552655339241028,0.3576549291610718,-0.025850994512438774,0.8514777421951294,0.29373985528945923,-0.06742780655622482,0.9384727478027344,0.3248644173145294,-0.10330792516469955,0.9726828932762146,0.389050155878067,-0.13707192242145538,0.7765681743621826,0.2807213366031647,-0.12919558584690094,0.9076480865478516,0.3057374656200409,-0.1721896529197693,0.9392427206039429,0.3283926248550415,-0.18475516140460968,0.9451833963394165,0.3448595404624939,-0.19001354277133942,0.763641357421875,0.3754315674304962,-0.13876058161258698,0.9212822914123535,0.3987560570240021,-0.1822824776172638,0.8991488218307495,0.40397489070892334,-0.16908055543899536,0.8530734777450562,0.3961828947067261,-0.15887697041034698,0.7658008933067322,0.46338629722595215,-0.1454891413450241,0.9182308316230774,0.4681017994880676,-0.16596876084804535,0.890421450138092,0.45775434374809265,-0.13347680866718292,0.8459003567695618,0.44240325689315796,-0.11287284642457962,0.77798992395401,0.5425382256507874,-0.15559817850589752,0.9020123481750488,0.5292537212371826,-0.1563025265932083,0.881361186504364,0.5120567083358765,-0.13127940893173218,0.8392750024795532,0.5000936985015869,-0.11657363921403885,rock
